autor,titulo,seccion,fecha,es_sindicado,error,ruta,vistas
Karime Rivas,Hermès lanza la mayor colección de alta joyería de su historia con 90 piezas únicas,trends,2026-07-17T10:29:42-04:00,False,,/mercado-women/trends/hermes-lanza-mayor-coleccion-de-joyeria/,234
Elba Reyes,Precio del dólar hoy en República Dominicana este jueves 2 de julio de 2026,república dominicana,2026-07-02T08:16:49-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-jueves-2-de-julio-de-2026/,234
revistamercado,Estas son las 44 empresas dominicanas más admiradas,empresas,2021-01-25T07:47:06-04:00,False,,/empresas/estas-son-las-44-empresas-dominicanas-mas-admiradas/,232
Gabriel Rico Albarrán,Mejores Empresas Para Trabajar Región Norte 2026: liderazgo para el futuro del trabajo,daily news,2026-07-02T15:32:05-04:00,False,,/mercado-exchange/mejores-empresas-para-trabajar-region-norte-2026-liderazgo-para-el-futuro-del-trabajo/,232
Karime Rivas,Marileidy Paulino llega invicta a Santo Domingo con un nuevo objetivo: bajar de 47.98,leadership,2026-07-21T12:38:55-04:00,False,,/mercado-women/leadership/marileidy-paulino-invicta-liga-diamante/,229
Andrea Mercedes,Aumentarán las tarifas del transporte público en 47 rutas de República Dominicana desde el lunes,daily news,2026-07-03T09:07:58-04:00,False,,/money-invest/daily-news/aumentaran-las-tarifas-del-transporte-publico-en-47-rutas-de-republica-dominicana-desde-el-lunes/,229
Elba Reyes,"¿Obra maestra o exceso visual? Las críticas de «La Odisea», el nuevo y colosal filme de Christopher Nolan",actualidad,2026-07-16T15:12:29-04:00,False,,/actualidad/obra-maestra-o-exceso-visual-las-criticas-de-la-odisea-el-nuevo-y-colosal-filme-de-christopher-nolan/,228
Jhojhanni Fiorini,"¿Cómo será el iPhone 18 Pro? Hackeo masivo a Foxconn expone su diseño, chip y nuevos colores",devices,2026-07-02T15:04:58-04:00,False,,/technology/devices/como-sera-el-iphone-18-pro-hackeo-masivo-a-foxconn-expone-su-diseno-chip-y-nuevos-colores/,227
Elba Reyes,"RD inicia expedición del pasaporte electrónico: precio, requisitos y citas disponibles",empresas,2026-02-19T15:31:18-04:00,False,,/empresas/rd-inicia-expedicion-del-pasaporte-electronico-precio-requisitos-y-citas-disponibles/,227
Elba Reyes,La hora de la verdad: ¿Podrá México romper finalmente la maldición del quinto partido en su Mundial?,sport business,2026-06-30T16:32:02-04:00,False,,/empresas/sport-business/la-hora-de-la-verdad-podra-mexico-romper-finalmente-la-maldicion-del-quinto-partido-en-su-mundial/,227
Jhojhanni Fiorini,Ranking de Latinoamérica de países con la gasolina más cara y más barata en febrero de 2026,money invest,2026-02-19T13:00:52-04:00,False,,/money-invest/ranking-de-latinoamerica-de-paises-con-la-gasolina-mas-cara-y-mas-barata-en-febrero-de-2026/,226
Elba Reyes,Precio del dólar hoy en República Dominicana este lunes 13 de julio de 2026,república dominicana,2026-07-13T09:25:50-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-lunes-13-de-julio-de-2026/,226
Andrea Mercedes,"Calendario de pagos Supérate julio 2026: Cuándo depositan Aliméntate, BonoGas y BonoLuz",daily news,2026-06-30T14:55:49-04:00,False,,/money-invest/daily-news/calendario-de-pagos-superate-julio-2026-cuando-depositan-alimentate-bonogas-y-bonoluz/,225
Elba Reyes,Cuál es la zona más lujosa para vivir en República Dominicana: Los paraísos inmobiliarios más exclusivos,experiencias,2026-07-10T15:00:19-04:00,False,,/lifestyle/experiencias/cual-es-la-zona-mas-lujosa-para-vivir-en-republica-dominicana-los-paraisos-inmobiliarios-mas-exclusivos/,224
Andrea Mercedes,"La FAO confirma que República Dominicana salió del mapa del hambre, aunque 4.7 millones de personas siguen con inseguridad alimentaria",daily news,2026-07-22T11:45:07-04:00,False,,/money-invest/daily-news/republica-dominicana-sale-mapa-hambre-fao-2026/,224
Elba Reyes,¿Cuáles son los hoteles mejor valorados en Punta Cana hoy? La lista oficial de Tripadvisor,turismo,2026-07-02T18:28:56-04:00,False,,/turismo/cuales-son-los-hoteles-mejor-valorados-en-punta-cana-hoy-la-lista-oficial-de-tripadvisor/,224
Ana Sosa,Grupo Nutresa: qué vio Jaime Gilinski en Helados Tío Rico que ya no encajaba en la estrategia de Unilever,business,2026-07-27T05:35:40-04:00,True,,/business/grupo-nutresa-que-vio-jaime-gilinski-en-helados-tio-rico-que-ya-no-encajaba-en-la-estrategia-de-unilever/,223
Karime Rivas,La regla de Ana Botín para conciliar trabajo y familia: planificar su vida hasta con tres años de anticipación,working mothers,2026-07-30T11:45:01-04:00,False,,/mercado-women/working-monthers/como-ana-botin-planifica-vida-personal-y-profesional/,222
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/money-invest/daily-news/de-que-murio-sam-neill-actor-jurassic-park/,/money-invest/daily-news/de-que-murio-sam-neill-actor-jurassic-park/,222
Elba Reyes,¿Cuántos tipos de cédula hay en RD y qué cambia en cada una?,daily news,2026-04-21T14:28:01-04:00,False,,/money-invest/daily-news/cuantos-tipos-de-cedula-hay-en-rd-y-que-cambia-en-cada-una/,221
Elba Reyes,"Qué hacer en caso de tsunami en República Dominicana, según el COE",daily news,2026-06-25T14:30:39-04:00,False,,/money-invest/daily-news/que-hacer-en-caso-de-tsunami-en-republica-dominicana-segun-el-coe/,220
Edwin Lozada,Partidos del Mundial 2026 hoy: horarios y próximos encuentros,actualidad,2026-06-08T11:48:17-04:00,False,,/actualidad/proximos-partidos-mundial-2026-horarios/,220
Gabriel Rico Albarrán,Venezuela negocia con EE.UU. y el FMI fondos para la reconstrucción tras los terremotos,daily news,2026-07-03T17:27:08-04:00,False,,/money-invest/daily-news/venezuela-negocia-con-ee-uu-y-el-fmi-fondos-para-la-reconstruccion-tras-los-terremotos/,218
Andrea Mercedes,¿Qué pasó en el cielo de Venezuela? Un atardecer rojo genera asombro tras los sismos,daily news,2026-07-01T09:14:33-04:00,False,,/money-invest/daily-news/que-paso-en-el-cielo-de-venezuela-un-atardecer-rojo-genera-asombro-tras-los-sismos/,218
Jhojhanni Fiorini,Elon Musk augura que el dinero no importará en 2036 por el avance de la IA,empresas,2026-07-29T12:53:11-04:00,False,,/empresas/elon-musk-augura-que-el-dinero-no-importara-en-2036-por-el-avance-de-la-ia/,217
Elba Reyes,Anillo de los campeones del Mundial 2026: Cuánto cuesta y de qué está hecho «El Anillo Único”,experiencias,2026-07-17T12:07:21-04:00,False,,/lifestyle/experiencias/anillo-de-los-campeones-del-mundial-2026-cuanto-cuesta-y-de-que-esta-hecho-el-anillo-unico/,217
Jhojhanni Fiorini,Ranking de inflación en Latinoamérica 2026: ¿Cuáles son los países más caros para vivir?,actualidad,2026-07-16T17:31:23-04:00,False,,/actualidad/ranking-de-inflacion-en-latinoamerica-2026-cuales-son-los-paises-mas-caros-para-vivir/,216
Elba Reyes,"El mejor ron dominicano y los 8 rones del mundo que marcan el estándar premium, según expertos",lifestyle,2026-02-05T19:10:14-04:00,False,,/lifestyle/el-mejor-ron-dominicano-y-los-8-rones-del-mundo-que-marcan-el-estandar-premium-segun-expertos/,216
Andrea Mercedes,¿Cuáles son las provincias bajo alerta por lluvias en RD? Pronóstico del clima por el paso de la vaguada,daily news,2026-07-09T15:18:38-04:00,False,,/money-invest/daily-news/cuales-son-las-provincias-bajo-alerta-por-lluvias-en-rd-pronostico-del-clima-por-el-paso-de-la-vaguada/,215
Elba Reyes,De Robert Downey Jr. a Pedro Pascal: ¿De cuánto es la fortuna de las estrellas de Avengers: Doomsday?,experiencias,2026-07-21T11:56:03-04:00,False,,/lifestyle/experiencias/de-robert-downey-jr-a-pedro-pascal-de-cuanto-es-la-fortuna-de-las-estrellas-de-avengers-doomsday/,215
Elba Reyes,Se filtran las imágenes de la Samsung Galaxy Tab S12 Ultra y confirman su diseño continuo,devices,2026-07-16T15:13:04-04:00,False,,/technology/devices/se-filtran-las-imagenes-de-la-samsung-galaxy-tab-s12-ultra-y-confirman-su-diseno-continuo/,215
Andrea Mercedes,"Monorriel de Santo Domingo: por dónde pasará, estaciones y cómo cambiará el tráfico",daily news,2026-03-27T17:00:14-04:00,False,,/money-invest/daily-news/monorriel-de-santo-domingo-por-donde-pasara-estaciones-y-como-cambiara-el-trafico/,215
Andrea Mercedes,¿Está aumentando realmente la cantidad de terremotos en el planeta o es solo una percepción mediática?,cambio climático,2026-07-28T16:34:28-04:00,False,,/money-invest/daily-news/esta-aumentando-realmente-la-cantidad-de-terremotos-en-el-planeta-o-es-solo-una-percepcion-mediatica/,214
Ana Sosa,"Clara, la fintech que convirtió el gasto corporativo en infraestructura financiera",business,2026-07-07T05:40:37-04:00,True,,/empresas/clara-la-fintech-que-convirtio-el-gasto-corporativo-en-infraestructura-financiera/,213
Jhojhanni Fiorini,"Los contratos de imagen de Messi en el Mundial 2026: Adidas, Apple y los millones en juego",sport business,2026-06-16T16:02:09-04:00,False,,/empresas/sport-business/los-contratos-de-imagen-de-messi-en-el-mundial-2026-adidas-apple-y-los-millones-en-juego/,212
Edwin Lozada,Terremoto 7.8 en Filipinas: colapsan estructuras en General Santos y hay alerta de tsunami para 6 países,daily news,2026-06-07T20:01:04-04:00,False,,/money-invest/daily-news/daily-news-terremoto-filipinas-hoy-mindanao-tsunami/,212
Elba Reyes,Precio del dólar hoy en República Dominicana este martes 28 de julio de 2026,república dominicana,2026-07-28T08:52:53-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-martes-28-de-julio-de-2026/,211
Jhojhanni Fiorini,"Los 10 mejores restaurantes de Santo Domingo en 2026, según Tripadvisor",lifestyle,2026-03-06T13:12:15-04:00,False,,/lifestyle/los-10-mejores-restaurantes-de-santo-domingo-en-2026-segun-tripadvisor/,210
Jhojhanni Fiorini,¿Cuáles son los países con la gasolina más cara y barata de Latinoamérica y dónde se ubica RD?,internacional,2026-07-22T15:01:40-04:00,False,,/money-invest/daily-news/cuales-son-los-paises-con-la-gasolina-mas-cara-y-barata-de-latinoamerica/,210
Elba Reyes,Precio del dólar hoy en República Dominicana este miércoles 8 de julio de 2026,república dominicana,2026-07-08T08:56:34-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-miercoles-8-de-julio-de-2026/,210
Jhojhanni Fiorini,Top 10 cervezas más valiosas del mundo en 2025,brand business,2025-07-21T17:30:49-04:00,False,,/empresas/brand-business/top-10-cervezas-mas-valiosas-del-mundo-en-2025/,209
Karime Rivas,La estrategia de Nolan: por qué La Odisea reunió a las mujeres más rentables de Hollywood,trends,2026-07-20T14:48:59-04:00,False,,/mercado-women/trends/actrices-de-la-odisea/,209
Andrea Mercedes,"RD fue el primer país en enviar rescatistas a Venezuela, pero tuvo que usar una ruta diplomática insólita",daily news,2026-06-26T15:36:16-04:00,False,,/money-invest/daily-news/rd-fue-el-primer-pais-en-enviar-rescatistas-a-venezuela-pero-tuvo-que-usar-una-ruta-diplomatica-insolita/,209
Jhojhanni Fiorini,Más de 80 celulares ya se actualizan a Android 17: Verifica si el tuyo está en la lista oficial,devices,2026-07-17T08:22:21-04:00,False,,/technology/devices/mas-de-80-celulares-ya-se-actualizan-a-android-17-verifica-si-el-tuyo-esta-en-la-lista-oficial/,208
Ana Sosa,El efecto SpaceX: qué buscan los inversionistas en los próximos grandes IPO,business,2026-07-23T04:00:26-04:00,True,,/business/el-efecto-spacex-que-buscan-los-inversionistas-en-los-proximos-grandes-ipo/,206
Elba Reyes,Fortuna de Cristiano Ronaldo en 2026: cuánto dinero tiene el futbolista,sport business,2026-04-14T14:18:54-04:00,False,,/empresas/sport-business/fortuna-de-cristiano-ronaldo-en-2026-cuanto-dinero-tiene-el-futbolista/,204
Karime Rivas,Mónica Varela reabre el debate sobre la exportación del larimar en República Dominicana,leadership,2026-07-23T18:44:12-04:00,False,,/mercado-women/leadership/monica-varela-exportacion-de-larimar/,204
Elba Reyes,"¿Cuáles son los nuevos cambios de WhatsApp para usuarios de iPhone, iPad y CarPlay?",devices,2026-07-24T16:11:06-04:00,False,,/technology/devices/cuales-son-los-nuevos-cambios-de-whatsapp-para-usuarios-de-iphone-ipad-y-carplay/,204
Andrea Mercedes,¿Cómo funcionará la nueva tarifa integrada de RD$35 en el transporte público de República Dominicana?,daily news,2026-07-09T10:03:11-04:00,False,,/money-invest/daily-news/tarifa-integrada-rd35-transporte-publico-rd/,203
Andrea Mercedes,El Niño y el clima extremo: Advierten que la temperatura global podría superar el límite de los 2°C,cambio climático,2026-07-28T17:04:22-04:00,False,,/money-invest/daily-news/el-nino-y-el-clima-extremo-advierten-que-la-temperatura-global-podria-superar-el-limite-de-los-2c/,203
Elba Reyes,Resultados de la Lotería Quiniela Real del jueves 16 julio de 2026,actualidad,2026-07-17T08:34:37-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-16-julio-de-2026/,203
Andrea Mercedes,Elecciones Perú 2026: qué dice la ley si hay empate entre Keiko Fujimori y Roberto Sánchez,daily news,2026-06-09T17:11:14-04:00,False,,/money-invest/daily-news/elecciones-peru-2026-que-dice-la-ley-si-hay-empate-entre-keiko-fujimori-y-roberto-sanchez/,202
Elba Reyes,"Juegos Centroamericanos Santo Domingo 2026: dominicanos que compiten hoy, jueves 30 de julio de 2026",sport business,2026-07-30T11:05:30-04:00,False,,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-dominicanos-que-compiten-hoy-jueves-30-de-julio-de-2026/,202
Elba Reyes,¿Por qué esta temblando tanto en el mundo? La explicación científica tras el terremoto de Venezuela,daily news,2026-06-26T12:05:34-04:00,False,,/money-invest/daily-news/por-que-esta-temblando-tanto-en-el-mundo-la-explicacion-cientifica-tras-el-terremoto-de-venezuela/,202
Elba Reyes,Mundial 2026: conoce los cruces confirmados de los Octavos de Final tras los partidos de hoy,sport business,2026-07-06T09:16:40-04:00,False,,/empresas/sport-business/mundial-2026-conoce-los-cruces-confirmados-de-los-octavos-de-final/,201
Elba Reyes,Dominicanos en el exterior renovarán su cédula desde mayo: cómo sacar cita,daily news,2026-04-22T17:32:02-04:00,False,,/money-invest/daily-news/dominicanos-en-el-exterior-renovaran-su-cedula-desde-mayo-como-sacar-cita/,201
Jhojhanni Fiorini,Regulación de rentas cortas en República Dominicana: Claves del nuevo marco legal y fiscal,república dominicana,2026-07-22T05:58:10-04:00,False,,/money-invest/daily-news/regulacion-de-rentas-cortas-en-republica-dominicana-claves-del-nuevo-marco-legal-y-fiscal/,201
Jhojhanni Fiorini,¿Afectaron los terremotos de Venezuela la producción de petróleo? Lo que dice Chevron y PDVSA,empresas,2026-06-25T10:02:49-04:00,False,,/empresas/afectaron-los-terremotos-de-venezuela-la-produccion-de-petroleo-lo-que-dice-chevron-y-pdvsa/,200
Elba Reyes,¿Qué le pasa al hígado si comes piña todos los días? Esto dicen los estudios científicos,salud,2026-01-28T11:21:14-04:00,False,,/medihealth/salud/que-le-pasa-al-higado-si-comes-pina-todos-los-dias-esto-dicen-los-estudios-cientificos/,200
Andrea Mercedes,¿Cuánto costará reconstruir Venezuela tras el terremoto de 2026?,daily news,2026-06-29T16:20:45-04:00,False,,/money-invest/daily-news/cuanto-costara-reconstruir-venezuela-tras-el-terremoto-de-2026/,199
Elba Reyes,"Santo Domingo 2026: Más de 6,000 atletas disputarán medallas en 40 disciplinas en RD",actualidad,2026-07-24T12:07:33-04:00,False,,/actualidad/santo-domingo-2026-mas-de-6000-atletas-disputaran-medallas-en-40-disciplinas-en-rd/,199
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/lifestyle/de-monaco-a-india-las-10-casas-mas-caras-del-mundo-en-2026/,/lifestyle/de-monaco-a-india-las-10-casas-mas-caras-del-mundo-en-2026/,197
Elba Reyes,Cómo activar las alertas de terremotos de Google en tu celular Android paso a paso,devices,2026-06-25T15:55:40-04:00,False,,/technology/devices/como-activar-las-alertas-de-terremotos-de-google-en-tu-celular-android-paso-a-paso/,197
Elba Reyes,NASA desmiente los colores en la Luna: qué hay detrás de las fotos de Artemis II,ciencia y espacio,2026-04-09T16:54:41-04:00,False,,/technology/ciencia-y-espacio/nasa-desmiente-los-colores-en-la-luna-que-hay-detras-de-las-fotos-de-artemis-ii/,195
Gabriel Rico Albarrán,"Juan Tomás Díaz, líder de proyectos innovadores por y para los dominicanos",empresas,2023-05-03T17:14:43-04:00,False,,/empresas/juan-tomas-diaz-lider-de-proyectos-innovadores-por-y-para-los-dominicanos/,195
Elba Reyes,Resultados de la Lotería Quiniela Real del lunes 27 julio de 2026,actualidad,2026-07-28T08:56:30-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-lunes-27-julio-de-2026/,194
Elba Reyes,¿Por qué los terremotos de Venezuela fueron tan destructivos? La falla que llevaba 100 años sin activarse,daily news,2026-06-25T14:19:42-04:00,False,,/money-invest/daily-news/por-que-los-terremotos-de-venezuela-fueron-tan-destructivos-la-falla-que-llevaba-100-anos-sin-activarse/,193
Elba Reyes,Cómo recuperar todas tus conversaciones de WhatsApp paso a paso y sin perder archivos,devices,2026-05-06T13:03:11-04:00,False,,/technology/devices/como-recuperar-todas-tus-conversaciones-de-whatsapp-paso-a-paso-y-sin-perder-archivos/,193
Elba Reyes,Precio del dólar hoy en República Dominicana este miércoles 15 de julio de 2026,república dominicana,2026-07-15T07:53:13-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-miercoles-15-de-julio-de-2026/,193
